0,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
Automated Meters,,44562.0,44593.0,44621.0,44652.0,44682.0,44713.0,44743.0,44774.0,44805.0,44835.0,44866.0,44896.0,44927.0,44958.0,44986.0,45017.0,45047.0,45078.0,45108.0,45139.0,45170.0,45200.0,45231.0,45261.0,45292.0,45323.0,45352.0,45383.0,45413.0,45444.0,45474.0,45505.0,45536.0,45566.0,45597,45627,45658,,,,,,,,,,,,
E811.TE.RANGIHIROA.CH6.1 ,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,8.7,9.8,9.86,9.86,29.01000023,41.68000031,54.64999771,62.09,65.22000122,70.22999573,76.44999695,82.47000122,93.50999451,,,,,,,,,,,,,,,
E811.TE.RANGIHIROA.CH6.2 ,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,3.0,5.8,8.8,24.7,54.0,61.72999954,61.75,61.75,61.76,61.77000046,61.7899971,61.7899971,61.80999756,61.81999969,,,,,,,,,,,,,,,
E811.TE.RANGIHIROA.LTHW.PMP0.3 Ground,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.7,49.0,63.6,72.1,79.2,86.43,94.56999969,106.3600006,129.1999969,169.0,204.2599945,233.5500031,263.5,285.5899963,304.7200012,,,,,,,,,,,,,,,
E811.TE.RANGIHIROA.LTHW.PMP0.4  L1-6,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.2,218.0,346.4,399.3,443.6,479.29,523.2099609,577.8599854,646.539978,756.32,861.7999878,968.4799805,1082.380005,1169.98999,1247.929932,,,,,,,,,,,,,,,
E811.TE.RANGIHIROA.MTHW HX0.1a,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.8,190.0,283.9,333.6,359.4,377.29,395.6499939,421.5699768,460.0899963,526.52,610.4599609,647.9599609,727.289978,728.4899902,728.4899902,,,,,,,,,,,,,,,
E811.TE.RANGIHIROA.MTHW HX0.1b,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.5,139.0,178.2,190.5,211.5,232.6,260.4299927,296.4700012,345.519989,427.45,483.2599792,580.289978,643.7600098,747.9599609,839.75,,,,,,,,,,,,,,,
E811.TE.RANGIHIROA.MTHW HX0.2 DHW,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.4,38.0,56.5,61.3,62.7,70.93,99.65000153,139.3099976,185.3300018,234.23,278.2799988,325.1199951,383.7599792,435.0,489.0899963,,,,,,,,,,,,,,,
F603.ENERGY.MTR.ENERGY,PS,874360.0,874400.0,875117.0,877878.0,883462.0,894317.0,906951.0,917951.0,928719.0,939191.0,945896.0,947251.0,948205.0,948322.0,955658.0,974369.0,1001765.0,1006170.0,1006198.0,1014575.0,1050219.0,1076697.0,1101338.0,1113156.0,1126757.0,1147706.0,1160402.0,1166912.0,1178645.0,1189089.0,1204464.0,1212224.0,1218631.0,1227854.0,,,,,,,,,,,,,,,
F614.LTHW.HEAT_MTR.ENERGY,OBS,892.56,898.46,904.77,915.98,930.44,946.54,970.49,991.18,1007.17,1021.42,1026.5,1031.88,1034.25,1036.58,1043.44,1053.63,1068.34,1087.04,1109.25,1128.34,1144.45,1157.37,1167.08,1176.2,1176.2,1176.199951,1189.98999,1203.909912,1223.43,1241.51001,1262.319946,1277.449951,1289.25,1300.339966,,,,,,,,,,,,,,,
F622.ENERGY.AHU2C.CLG_kWh,,121880.0,123470.0,124270.0,124270.0,124340.0,124340.0,124370.0,124390.0,124400.0,124680.0,125780.0,126930.0,129530.0,133390.0,134860.0,134950.0,135200.0,135220.0,135220.0,135220.0,135680.0,136070.0,136190.0,137130.0,139580.0,142050.0,142150.0,142250.0,142250.0,142250.0,142250.0,142250.0,142380.0,142600.0,,,,,,,,,,,,,,,
F622.ENERGY.AHU2C.HTG_kWh,,3278658.0,3291767.0,3308236.0,3325767.0,3352993.0,3387291.0,3421001.0,3449536.0,3477113.0,3503472.0,3518666.0,3534559.0,3543345.0,3547209.0,3562335.0,3584711.0,3612508.0,3646637.0,3684990.0,3725182.0,3755166.0,3780345.0,3805333.0,3821006.0,3833192.0,3849234.0,3869169.0,3894995.0,3933184.0,3967352.0,4005029.0,4040486.0,4069066.0,4095535.0,,,,,,,,,,,,,,,
F622.ENERGY.ANIMAL_2C.kWh,,191348.0,193499.0,196089.0,198380.0,201549.0,205349.0,209692.0,213146.0,216685.0,219224.0,219875.0,220579.0,221605.0,222281.0,224038.0,226828.0,229867.0,233221.0,236805.0,240551.0,243525.0,246309.0,249160.0,251538.0,253562.0,255873.0,258242.0,261126.0,264723.0,268328.0,272167.0,275712.0,279335.0,284490.0,,,,,,,,,,,,,,,
F622.ENERGY.CAGE_WASH.kWh,,42555.0,42572.0,42580.0,42647.0,42882.0,43507.0,44281.0,44699.0,44994.0,45201.0,45210.0,45229.0,45229.0,45263.0,45290.0,45312.0,45370.0,45707.0,46215.0,46984.0,47087.0,47187.0,47232.0,47235.0,47235.0,47236.0,47300.0,47435.0,47992.0,48320.0,48897.0,49431.0,50051.0,50520.0,,,,,,,,,,,,,,,
F622.ENERGY.GODDARD.FROM_kWh,,421114.0,421114.0,421114.0,421114.0,421114.0,421114.0,421114.0,421114.0,421114.0,421114.0,421114.0,421114.0,425453.0,433893.0,435173.0,435177.0,435182.0,435456.0,435462.0,444000.0,451365.0,464239.0,489503.0,525602.0,562918.0,589061.0,589723.0,594654.0,599449.0,599728.0,602096.0,604740.0,607114.0,607235.0,,,,,,,,,,,,,,,
F622.ENERGY.GODDARD.TO_kWh,,1127171.0,1127533.0,1127677.0,1138495.0,1156940.0,1165584.0,1173401.0,1181430.0,1187853.0,1192410.0,1194015.0,1195865.0,1196543.0,1196545.0,1197555.0,1199087.0,1200345.0,1201899.0,1202221.0,1203435.0,1205067.0,1205752.0,1215265.0,1221427.0,1221607.0,1221985.0,1223758.0,1224777.0,1224800.0,1224800.0,1224802.0,1224803.0,1224803.0,1224803.0,,,,,,,,,,,,,,,
F622.ENERGY.SOLAR.kWh,WJB Solar,116132.0,117162.0,118553.0,119414.0,120134.0,120603.0,121086.0,121914.0,122774.0,123953.0,125009.0,126034.0,126892.0,128122.0,129164.0,130045.0,130692.0,131269.0,131787.0,132563.0,133397.0,134624.0,135683.0,136672.0,137797.0,138985.0,139855.0,140523.0,141091.0,141529.0,142061.0,142922.0,143831.0,144728.0,,,,,,,,,,,,,,,
F622.ENERGY.WOOD_BOILER.kWh,WJB,6135120.0,6167850.0,6212450.0,6219740.0,6262940.0,6337750.0,6411530.0,6482980.0,6546150.0,6603390.0,6642190.0,6679690.0,6702810.0,6703390.0,6745930.0,6799380.0,6864210.0,6942510.0,7029980.0,7114750.0,7178890.0,7223000.0,7263390.0,7275510.0,7275510.0,7292910.0,7342690.0,7396200.0,7476110.0,7553830.0,7640740.0,7720250.0,7784190.0,7849140.0,,,,,,,,,,,,,,,
F812.ENERGY.OWHEO_MTR.ENERGY,Owheo/ Bil Rob,6844400.0,6847700.0,6879400.0,6926400.0,7006200.0,7122700.0,7241000.0,7352400.0,7450100.0,7530800.0,7576400.0,7618100.0,7642000.0,7671700.0,7706100.0,7768400.0,7855600.0,7953500.0,8063300.0,8184200.0,8264400.0,8328200.0,8376900.0,8412500.0,8447900.0,8482300.0,8520700.0,8577600.0,8674300.0,8765200.0,8866700.0,8981200.0,9066700.0,9133000.0,,,,,,,,,,,,,,,
F813.MBUS.MTR.KWH,Robertson Lib,1898.8,1898.9,1900.8,1903.3,1922.0,1946.0,1985.0,2011.0,2030.0,2051.0,2061.0,2071.0,2081.0,2088.0,2095.0,2107.0,2120.0,2140.0,2182.0,2215.0,2225.0,2252.4,2263.4,2270.0,2276.0,2284.0,2292.0,2300.0,2310.0,2330.0,2350.0,2370.0,2406.0,2410.0,,,,,,,,,,,,,,,
F916.ENERGY.BLR_MTR.ENERGY,CoE ,14105200.0,14105200.0,14114800.0,14161900.0,14344000.0,14563300.0,14896900.0,15161700.0,15446000.0,15656700.0,15719000.0,15719000.0,15719000.0,15719000.0,15761900.0,15861200.0,16088300.0,16315900.0,16658700.0,16963700.0,17177500.0,17343200.0,17441300.0,17441300.0,17441300.0,17441300.0,17572600.0,17763000.0,18004800.0,18114000.0,18171900.0,18443300.0,18662100.0,18833700.0,,,,,,,,,,,,,,,
H538.ENERGY.BLR_MTR.ENERGY,Childcare,3363840.0,3389880.0,3432130.0,3475300.0,3537250.0,3612940.0,3692570.0,3757910.0,3815650.0,3864910.0,3908610.0,3946020.0,3971700.0,4002910.0,4057170.0,4116780.0,4183680.0,4261590.0,4333340.0,4407280.0,4458880.0,4517740.0,4576390.0,4615770.0,4644880.0,4679900.0,4722680.0,4780230.0,4862870.0,4938530.0,5009530.0,5080000.0,5150500.0,5221150.0,,,,,,,,,,,,,,,
H402 St David II Chilled Water Energy  (Desigo),,73.4,74.6,74.6,74.6,74.6,74.6,74.8,75.7,76.1,77.0,79.8,82.8,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.8,89.7,91.4,91.6,94.0,98.59,103.0,104.75,106.1100006,107.2,107.29,107.4199982,107.7699966,108.3799973,109.48,,,,,,,,,,,,,,,
H538.ENERGY.CSAFE_31_MONT.POWER,CSAFE,93430.0,98130.0,104190.0,111610.0,121970.0,134100.0,148240.0,161610.0,173110.0,183720.0,190010.0,194800.0,198330.0,202020.0,208300.0,215360.0,226870.0,241060.0,258290.0,275870.0,289500.0,299960.0,305100.0,308670.0,312220.0,316100.0,320200.0,325490.0,333240.0,342820.0,359820.0,376820.0,393820.0,410820.0,,,,,,,,,,,,,,,
H538.ENERGY.MONT_HEAT.ENERGY,Montgomery,0.0,0.0,0.0,0.0,0.0,0.0,3310.0,5690.0,7680.0,9270.0,9950.0,10500.0,10730.0,11070.0,12000.0,13300.0,15110.0,17200.0,19070.0,21100.0,22300.0,23800.0,24560.0,24830.0,25070.0,25870.0,27180.0,29000.0,31660.0,34410.0,36310.0,38000.0,39690.0,41450.0,,,,,,,,,,,,,,,
H634.ENERGY.MTR.ENERGY,Arana,7228900.0,7285700.0,7369100.0,7454200.0,7600900.0,7789000.0,8007700.0,8194200.0,8364400.0,8512200.0,8572400.0,8598900.0,8627300.0,8666600.0,8751300.0,8851000.0,8998300.0,9164400.0,9356000.0,9559700.0,9714600.0,9850500.0,9913600.0,9913600.0,9913600.0,9913600.0,9913600.0,9913600.0,9913600.0,9913600.0,9913600.0,9913600.0,9913600.0,9913600.0,,,,,,,,,,,,,,,
XI17 Invercargill Southland Learning Centre (Desigo),,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157482.0,158075.0,160758.0,165418.0,172598.0,180199.0,188213.0,195213.0,199713.0,202713.0,204010.0,205170.0,205572.0,205860.0,209123.0,215438.0,221993.0,228480.0,234740.0,240318.0,244805.0,250247.0,,,,,,,,,,,,,,,
J141 Aquinas Priory solar (Desigo),,57138.0,58979.0,61126.0,62597.0,63432.0,63711.0,64112.0,65460.0,66861.0,68581.0,69673.0,70873.0,71451.0,71743.0,73181.0,74545.0,75286.0,75591.0,76072.0,76853.0,78268.0,79843.0,80647.0,80982.0,81664.0,82951.0,83963.0,84791.0,85253.0,85479.0,85759.0,86516.0,87112.0,87830.0,,,,,,,,,,,,,,,
Manually Read Meters,,44562.0,44593.0,44621.0,44652.0,44682.0,44713.0,44743.0,44774.0,44805.0,44835.0,44866.0,44896.0,44927.0,44958.0,44986.0,45017.0,45047.0,45078.0,45108.0,45139.0,45170.0,45200.0,45231.0,45261.0,45292.0,45323.0,45352.0,45383.0,45413.0,45444.0,45474.0,45505.0,45536.0,45566.0,45597,45627,45658,,,,,,,,,,,,
E308 Student Health,,42302.0,42498.0,42696.0,42974.0,43100.0,43280.0,43413.0,43413.0,43413.0,43413.0,43414.5,43414.5,43414.5,43414.5,43414.5,43414.5,43414.5,43414.5,43414.5,43414.5,43414.5,43414.5,43414.5,43414.5,43414.5,43414.5,43439.0,43448.0,44001.0,44016.0,44300.0,44782.0,45253.0,45765.0,,,,,,,,,,,,,,,
G501 Staff club solar,,,,,,,,,,,,,,,,,,,,,,,,,,,,25866.4,25881.0,25896.0,25911.0,25930.0,25963.0,25980.0,26040.8,,,,,,,,,,,,,,,
F718 Darwin,,183615.0,183625.0,183625.0,184516.0,186797.0,189597.0,193779.0,197454.0,200757.0,204401.0,206349.0,207746.0,207754.0,209426.0,211657.0,212627.0,213627.0,214627.0,216068.0,217120.0,218115.0,218996.0,219500.0,219900.0,220300.0,220700.0,221853.0,222155.8,222355.0,222555.0,222685.0,222825.5,222825.5,222916.0,,,,,,,,,,,,,,,
J122 Carrington boiler (IP 10.81.148.38) (in MWh),,157.0,,,,,,,,,,894.0,894.0,894.0,900.0,909.43,915.0,935.0,966.0,1000.0,1030.0,1050.4,1068.35,1072.29,1072.29,1072.29,1077.26,1090.86,1116.24,1139.85,1165.85,1191.85,1217.85,1256.63,1261.66,1261.66,,,,,,,,,,,,,,
K430 Caroline Freeman College East (Abbey) solar energy (emailed),,101852.0,102352.0,103284.0,103669.0,103800.0,103898.0,103926.0,104079.0,104264.0,104339.2,104447.8,104500.0,104596.1,104670.0,104710.0,105313.8,105450.0,105481.5,105529.8,105679.8,105994.9,106354.9,106735.5,107115.2,107514.0,107732.5,108186.6,108303.8,108420.4,108450.0,108550.1,108684.6,108727.0,108806.3,,,,,,,,,,,,,,,
XI01 Invercargill Boiler (IP 10.85.4.21),,578180.0,583180.0,586180.0,589180.0,591970.0,600300.0,614490.0,629680.0,641680.0,649340.0,649340.0,649340.0,649340.0,649340.0,650940.0,654280.0,665300.0,683310.0,702040.0,722100.0,737570.0,741890.0,741890.0,741890.0,741890.0,741890.0,741890.0,741890.0,741890.0,741890.0,741890.0,741890.0,741890.0,741900.0,741910,,,,,,,,,,,,,,
LTHW Consumption Values,,44562.0,44593.0,44621.0,44652.0,44682.0,44713.0,44743.0,44774.0,44805.0,44835.0,44866.0,44896.0,44927.0,44958.0,44986.0,45017.0,45047.0,45078.0,45108.0,45139.0,45170.0,45200.0,45231.0,45261.0,45292.0,45323.0,45352.0,45383.0,45413.0,45444.0,45474.0,45505.0,45536.0,45566.0,45597,45627,45658,,,,,,,,,,,,
